Group	Name	Start	End	Length	strand	gene	locus_tag	experiment	inference	note	codon_start	transl_table	product	protein_id	db_xref	gene_synonym	pseudogene	pseudo	mobile_element_type	ncRNA_class	organism	mol_type	strain	anticodon
CDS	CDS	947641	948468	828	-	NA	Rv0851c	EXISTENCE: identified in proteomics study	protein motif:PROSITE:PS00061	"Rv0851c, (MTV043.44c), len: 275 aa. Probable short-chain dehydrogenase/reductase, similar to many e.g. Q01198|LIGD_PSEPA C alpha-dehydrogenase (SDR family) from Pseudomonas paucimobilis (Sphingomonas paucimobilis) (305 aa); D11473|PSELIG_1 C alpha-dehydrogenase from P. paucimobilis (305 aa), FASTA scores: opt: 468, E(): 4.9e-23, (30.8% identity in 279 aa overlap); NP_421969.1|NC_002696 short chain dehydrogenase family protein from Caulobacter crescentus (278 aa); etc. Contains PS00061 Short-chain dehydrogenases/reductases family signature. Belongs to the short-chain dehydrogenases/reductases (SDR) family."	1	11	Probable short-chain type dehydrogenase/reductase	CCP43599.1	UniProtKB/TrEMBL:O53863	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	948559	949395	837	+	fadD16	Rv0852	EXISTENCE: identified in proteomics study	protein motif:PROSITE:PS00626	"Rv0852, (MTV043.45), len: 278 aa. Possible fadD16,fatty-acid-CoA synthetase, similar in part to various CoA ligases e.g. P18163|LCFB_RAT long-chain-fatty-acid--CoA ligase from Rattus norvegicus (Rat) (699 aa); D49366|LEP4CCOALA_1 4-coumarate:CoA ligase from Lithospermum erythrorhizon (636 aa), FASTA scores: opt: 134, E(): 0.15, (26.8% identity in 213 aa overlap); orgp|L09229|HUMFACAL_1 long-chain acyl-coenzyme A from homo sapiens (human) (699 aa), FASTA score: (50.0% identity in 40 aa overlap); etc. Contains PS00626 Regulator of chromosome condensation (RCC1) signature 2."	1	11	Possible fatty-acid-CoA ligase FadD16 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	CCP43600.1	UniProtKB/TrEMBL:O53864	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	949436	951118	1683	-	pdc	Rv0853c	EXISTENCE: identified in proteomics study	protein motif:PROSITE:PS00187	"Rv0853c, (MTV043.46c), len: 560 aa. Probable pdc,pyruvate or indole-pyruvate decarboxylase, equivalent to NP_302424.1|NC_002677 pyruvate (or indolepyruvate) decarboxylase from Mycobacterium leprae (569 aa). Also highly similar to others e.g. AAB06571.1|L80006 indolepyruvate decarboxylase from Pantoea agglomerans (550 aa); Q12629|DCPY_KLULA pyruvate decarboxylase from Kluyveromyces marxianus var. lactis (563 aa); P71323 indolepyruvate decarboxylase from Enterobacter herbicola (550 aa), FASTA scores: opt: 1642, E(): 0, (48.1% identity in 547 aa overlap); P23234|DCIP_ENTCL indole-3-pyruvate decarboxylase (indolepyruvate decarboxylase) from Enterobacter cloacae (552 aa), FASTA scores: opt: 1596,E(): 0, (46.8% identity in 551 aa overlap); etc. Contains PS00187 Thiamine pyrophosphate enzymes signature and PS00017 ATP/GTP-binding site motif A (P-loop). Cofactor: thiamine pyrophosphate."	1	11	Probable pyruvate or indole-3-pyruvate decarboxylase Pdc	CCP43601.1	UniProtKB/Swiss-Prot:O53865	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	951183	951626	444	+	NA	Rv0854	EXISTENCE: identified in proteomics study	NA	"Rv0854, (MTV043.47), len: 147 aa. Conserved protein,similar to several hypothetical protein from Mycobacterium leprae e.g. NP_301674.1|NC_002677 (144 aa); NP_302683.1|NC_002677|Z95398|MLCL622.27c (156 aa), FASTA scores: opt: 193, E(): 1.6e-06, (24.6% identity in 134 aa overlap); NP_301218.1|NC_002677 (146 aa); MTCI28.04|Z97050 (184 aa), FASTA scores: opt: 171, E(): 5.8e-05, (21.5% identity in 135 aa overlap). Also similar to SC6G10.02c|T35511|AL049497|SC6G10_2 hypothetical protein from Streptomyces coelicolor (144 aa), FASTA scores: opt: 344, E(): 6.1e- 17, (37.6% identity in 141 aa overlap). And similar to many proteins from Mycobacterium tuberculosis e.g. downstreams ORFs Rv0856 and Rv0857, etc."	1	11	Conserved protein	CCP43602.1	UniProtKB/TrEMBL:O53866	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	951632	952711	1080	+	far	Rv0855	EXISTENCE: identified in proteomics study	NA	"Rv0855, (MTV043.48), len: 359 aa. Probable far,fatty acid-CoA racemase, highly similar to CAB08122.1|Z94723 unknown protein from Mycobacterium leprae (253 aa) (C-terminus shorter). Also similar to many eukaryotic and bacteria racemases e.g. T35425 probable fatty acid CoA racemase from Streptomyces coelicolor (387 aa); P70473|AMAC_RAT alpha-methylacyl-CoA racemase (2-methylacyl-CoA racemase) (2-arylpropionyl-CoA epimerase) from Rattus norvegicus (Rat) (382 aa); NP_103687.1|NC_002678 probable fatty acid Co-a racemase from Mesorhizobium loti (389 aa); etc. Also similar to proteins from Mycobacterium tuberculosis e.g. Rv1143|MTCI65.10|MCR from Mycobacterium tuberculosis (360 aa), FASTA scores: opt: 1373, E(): 0, (56.8% identity in 359 aa overlap), Rv1866|MTCY359.07 (C-terminal half) (778 aa), Rv3272 (360 aa)."	1	11	Probable fatty-acid-CoA racemase Far	CCP43603.1	UniProtKB/TrEMBL:O53867	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	952825	953229	405	+	NA	Rv0856	NA	NA	"Rv0856, (MTV043.49), len: 134 aa. Conserved hypothetical protein, showing weak similarity with NP_301674.1| (NC_002677) conserved hypothetical protein from Mycobacterium leprae (144 aa); and SC6G10.02c|T35511 hypothetical protein from Streptomyces coelicolor (144 aa). Also highly similar to other proteins from Mycobacterium tuberculosis e.g. neighbouring ORF downstream Rv0857 conserved hypothetical protein (126 aa), FASTA scores: E(): 7.4e-27, (62.0% identity in 100 aa overlap); neighbouring ORF Rv0854|MTV043_47 conserved hypothetical protein (147 aa), FASTA scores: E(): 1.6e-15, (36.6% identity in 123 aa overlap), MTCI28.04|Z97050|MTCI28_4 (184 aa), FASTA scores: opt: 127, E(): 0.036, (26.0% identity in 127 aa overlap); and MLCL622.27c|Z95398 (156 aa), FASTA scores: opt: 123,E(): 0.06, (26.4% identity in 125 aa overlap)."	1	11	Conserved hypothetical protein	CCP43604.1	UniProtKB/TrEMBL:O53868	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	953257	953730	474	+	NA	Rv0857	EXISTENCE: identified in proteomics study	NA	"Rv0857, (MTV043.50), len: 157 aa. Conserved hypothetical protein, showing weak similarity with Q9X7Y8|SC6G10.02c|T35511 hypothetical protein from Streptomyces coelicolor (144 aa), FASTA scores: opt: 215,E(): 7.6e-08, (30.282% identity in 142 aa overlap). Also highly similar to other proteins from Mycobacterium tuberculosis e.g. upstream ORF Rv0856 (134 aa), FASTA scores: opt: 566, E(): 2e-32, (58.15% identity in 129 aa overlap); upstream ORF Rv0854 (147 aa), FASTA scores: opt: 401, E(): 7.2e-21, (41.8% identity in 146 aa overlap); MTCI28.04|Z97050 (184 aa), FASTA scores: opt: 122, E(): 0.031, (29.4% identity in 85 aa overlap); and MLCL622.27c|Z95398 (156 aa), FASTA scores: opt: 114, E(): 0.1, (30.9% identity in 55 aa overlap). Length extended since first submission (+33 aa)."	1	11	Conserved hypothetical protein	CCP43605.1	UniProtKB/TrEMBL:O53869	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	953727	954920	1194	-	dapC	Rv0858c	EXISTENCE: identified in proteomics study	NA	"Rv0858c, (MTV043.51c), len: 397 aa. Probable dapC,N-succinyldiaminopimelate aminotransferase, highly similar to others from Eukaryota and bacteria, especially aspartate aminotransferases (transaminases), e.g. NP_177890.1|NC_003070 putative aminotransferase from Arabidopsis thaliana (440 aa); NP_419555.1|NC_002696 aminotransferase class I from Caulobacter crescentus (385 aa); NP_415133.1|NC_000913|AE0001|ECAE000165_8 putative aminotransferase from Escherichia coli strain K12 (386 aa),FASTA scores: opt: 830, E(): 0, (38.0% identity in 389 aa overlap); X99521|TAX99521_1 aspartate aminotransferase from Thermus aquaticus (383 aa), FASTA scores: opt: 702, E(): 0,(34.9% identity in 393 aa overlap); etc. Also similar to other putative aminotransferases from Mycobacterium tuberculosis e.g. Rv2294, Rv3565, etc."	1	11	Probable N-succinyldiaminopimelate aminotransferase DapC (DAP-at)	CCP43606.1	UniProtKB/Swiss-Prot:O53870	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	955077	956288	1212	+	fadA	Rv0859	EXISTENCE: identified in proteomics study	protein motif:PROSITE:PS00737	"Rv0859, (MTV043.52), len: 403 aa. Possible fadA,acyl-CoA thiolase, equivalent to NP_302423.1|NC_002677 putative beta-ketoadipyl CoA thiolase from Mycobacterium leprae (403 aa). Also highly similar to acyl/acetyl-CoA thiolases and beta-ketoadipyl CoA thiolases, e.g. T35428 probable acetyl CoA acetyltransferase (thiolase) from Streptomyces coelicolor (404 aa); NP_250427.1|NC_002516 probable acyl-CoA thiolase from Pseudomonas aeruginosa (401 aa); NP_106253.1|NC_002678 probable acyl-CoA thiolase from Mesorhizobium loti (402 aa); NP_248919.1|NC_002516|PcaF beta-ketoadipyl CoA thiolase PcaF from Pseudomonas aeruginosa (401 aa); etc. Contains PS00098 Thiolases acyl-enzyme intermediate signature, PS00737 Thiolases signature 2 and PS00099 Thiolases active site."	1	11	Possible acyl-CoA thiolase FadA	CCP43607.1	UniProtKB/Swiss-Prot:O53871	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	956293	958455	2163	+	fadB	Rv0860	EXISTENCE: identified in proteomics study	NA	"Rv0860, (MTV043.53), len: 720 aa. Probable fadB,fatty oxidation protein, equivalent to NP_302422.1|NC_002677 putative fatty oxidation complex alpha subunit from Mycobacterium leprae (714 aa). Also highly similar to others and various proteins involved in fatty acid metabolism, e.g. T35429 probable fatty oxidation protein from Streptomyces coelicolor (733 aa); NP_250428.1|NC_002516 probable 3-hydroxyacyl-CoA dehydrogenase from Pseudomonas aeruginosa (714 aa); NP_418895.1|NC_002696 fatty oxidation complex alpha subunit from Caulobacter crescentus (709 aa); P40939|ECHA_HUMAN trifunctional enzyme alpha subunit [includes: long-chain enoyl-CoA hydratase ; long chain 3-hydroxyacyl-CoA dehydrogenase ] from Homo sapiens (763 aa), FASTA scores: opt: 1176, E(): 0, (32.4% identity in 722 aa overlap); P21177|FADB_ECOLI fatty oxidation complex alpha subunit [includes: enoyl-CoA hydratase; delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase; 3-hydroxyacyl-CoA dehydrogenase; 3- hydroxybutyryl-CoA epimerase] from Escherichia coli strain K12 (729 aa), FASTA scores: opt: 873, E(): 0, (33.6% identity in 693 aa overlap); etc."	1	11	Probable fatty oxidation protein FadB	CCP43608.1	UniProtKB/TrEMBL:O53872	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	958523	960151	1629	-	ercc3	Rv0861c	EXISTENCE: identified in proteomics study	NA	"Rv0861c, (MTV043.54c), len: 542 aa. Ercc3, DNA helicase (see citation below), equivalent to NP_302420.1|NC_002677 probable DNA helicase from Mycobacterium leprae (549 aa). Also highly similar to others (shorter than several eukaryotic enzymes) e.g. NP_218820.1|NC_000919|AE001217|AE0 01217_6 putative DNA repair helicase from Treponema pallidum (606 aa), FASTA scores: opt: 1275, E(): 0, (47.5% identity in 592 aa overlap); Q00578|RA25_YEAST DNA repair helicase from Saccharomyces cerevisiae (843 aa), FASTA scores: opt: 777,E(): 0, (30.4% identity in 605 aa overlap); P49135|XPB_MOUSE DNA-repair protein complementing XP-B cells from Mus musculus (Mouse) (783 aa), FASTA scores: opt: 761, E(): 0, (36.3% identity in 375 aa overlap); etc. Seems to belong to the helicase family. Alternative nucleotide at position 958922 (C->a; A410A) has been observed."	1	11	DNA helicase Ercc3	CCP43609.1	UniProtKB/TrEMBL:O53873	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	960342	962612	2271	-	NA	Rv0862c	EXISTENCE: identified in proteomics study	NA	"Rv0862c, (MTV043.55c), len: 756 aa. Conserved protein, equivalent to NP_302419.1|NC_002677 possible DNA-binding protein from Mycobacterium leprae (753 aa); and highly similar (except in C-terminus) to MLCB57.01|Z99494|T45333 hypothetical protein from Mycobacterium leprae (>577 aa, truncated), FASTA scores: opt: 3047, E(): 0, (78.9% identity in 578 aa overlap). Also similar in part to SCD12A.03c|AB93395.1|AL357524 hypothetical protein from Streptomyces coelicolor (867 aa)."	1	11	Conserved protein	CCP43610.1	UniProtKB/TrEMBL:O53874	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	962599	962880	282	+	NA	Rv0863	EXISTENCE: identified in proteomics study	NA	"Rv0863, (MTV043.56), len: 93 aa. Conserved hypothetical protein, highly similar to NP_302418.1|NC_002677 conserved hypothetical protein from Mycobacterium leprae (74 aa). Also weakly similar in part to U82598|ECU82598_135 hypothetical protein from Escherichia coli, FASTA scores: (32.4% identity in 71 aa overlap); and M74011|YEPYSCOP_8 hypothetical protein from Yersinia enterocolitica (165 aa), FASTA scores: (38.6 identity in 57 aa overlap). A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al.,2004)."	1	11	Conserved hypothetical protein	CCP43611.1	UniProtKB/TrEMBL:O53875	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	962890	963393	504	+	moaC2	Rv0864	EXISTENCE: identified in proteomics study	NA	"Rv0864, (MTV043.57), len: 167 aa. Probable moaC2,molybdopterin cofactor biosynthesis protein, highly similar to others e.g. CAB59676.1|AL132674 molybdenum cofactor biosynthesis protein from Streptomyces coelicolor (170 aa); NP_418834.1|NC_002696 molybdenum cofactor biosynthesis protein C from Caulobacter crescentus (186 aa); Y10817|ANY10817_3|T44852 molybdopterin co-factor synthesis protein moaC from Arthrobacter nicotinovorans plasmid pAO1 (169 aa), FASTA scores: opt: 491, E(): 2.4e-29, (51.0% identity in 151 aa overlap); etc. Also highly similar to O05788|MOAC1|Rv3111|MTCY164.21 putative molybdenum cofactor biosynthesis protein C from Mycobacterium tuberculosis (170 aa), FASTA scores: opt: 491, E(): 2.4e-29, (54.9% identity in 153 aa overlap); and O53376|Rv3324c|MOAC3|MTV016.24c putative molybdenum cofactor biosynthesis protein C3 (177 aa)."	1	11	Probable molybdenum cofactor biosynthesis protein C 2 MoaC2	CCP43612.1	UniProtKB/Swiss-Prot:P0A5K6	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	963390	963872	483	+	mog	Rv0865	EXISTENCE: identified in proteomics study	NA	"Rv0865, (MTV043.58), len: 160 aa. Probable mog,molybdopterin biosynthesis MOG protein, highly similar or similar to other molybdenum cofactor biosynthesis proteins e.g. CAB59675.1|AL132674 molybdenum cofactor biosynthesis protein from Streptomyces coelicolor (179 aa); NP_301253.1|NC_002677 putative molybdenum cofactor biosynthesis protein from Mycobacterium leprae (181 aa); CAC39235.1|AJ312124 Mog protein from Eubacterium acidaminophilum (162 aa); P44645|MOG_HAEIN|MOGA|HI0336 molybdopterin biosynthesis MOG protein from Haemophilus influenzae (197 aa), FASTA scores: opt: 306, E(): 9e-13,(39.6% identity in 139 aa overlap); P28694|MOG_ECOLI molybdopterin biosynthesis MOG protein from Escherichia coli (195 aa), FASTA scores: opt: 265, E(): 3.6e-10, (34.2 identity in 146 aa overlap); etc. Also highly similar to Rv0984|MTV044.12|MOAB2 possible pterin-4-alpha-carbinolamine dehydratase from Mycobacterium tuberculosis (181 aa)."	1	11	Probable molybdopterin biosynthesis Mog protein	CCP43613.1	UniProtKB/TrEMBL:O53877	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	963869	964294	426	+	moaE2	Rv0866	EXISTENCE: identified in proteomics study	NA	"Rv0866, (MTV043.59), len: 141 aa. Probable moaE2,molybdopterin converting factor E (molybdopterin converting factor (subunit 2)), similar to others e.g. Y10817|ANY10817_4|T44853 molybdopterin biosynthesis protein E chain from Arthrobacter nicotinovorans plasmid pAO1 (155 aa), FASTA scores: opt: 460, E(): 3.5e-27, (49.3 identity in 146 aa overlap); CAC01331.1|AL390968 moaE-like protein from Streptomyces coelicolor (152 aa); NP_389313.1|NC_000964 molybdopterin converting factor (subunit 2) from Bacillus subtilis (157 aa); etc. Also highly similar to Rv3119|MOAE1|Z95150|MTCY164_30 putative molybdenum cofactor biosynthesis protein E from Mycobacterium tuberculosis (147 aa), FASTA scores: opt: 321, E(): 5.9e-17, (40.9% identity in 132 aa overlap); and O53375|GPHA|Rv3323c|MTV016.23c MOAD-MOAE fusion protein from Mycobacterium tuberculosis (221 aa)."	1	11	Probable molybdenum cofactor biosynthesis protein E2 MoaE2 (molybdopterin converting factor large subunit) (molybdopterin [MPT] converting factor, subunit 2)	CCP43614.1	UniProtKB/Swiss-Prot:O53878	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	964312	965535	1224	-	rpfA	Rv0867c	EXISTENCE: identified in proteomics study	NA	"Rv0867c, (MTV043.60c), len: 407 aa. Possible rpfA,resuscitation-promoting factor (see citation below). N-terminus highly similar to N-terminal part (1-125 aa) of Z99494|MLCB57_3|NP_302417.1|NC_002677 conserved hypothetical protein from Mycobacterium leprae (174 aa),FASTA scores: opt: 785, E(): 1.8e-18, (63.0% identity in 200 aa overlap); and highly similar to C-terminus of NP_301299.1|NC_002677 conserved hypothetical protein from Mycobacterium leprae (375 aa); and middle part of NP_302360.1|NC_002677 conserved hypothetical protein from Mycobacterium leprae (157 aa). N-terminus also highly similar in part of three secreted proteins from Streptomyces coelicolor e.g. CAC09538.1|AL442120 putative secreted protein (244 aa). Regions highly similar to CAB76321.1|AL158060 putative membrane protein from Streptomyces coelicolor (121 aa); and middle part of CAB09664.1|Z96935 rpf from Micrococcus luteus (220 aa). Also highly similar in part to four resuscitation-promoting factors from Mycobacterium tuberculosis: Rv2450 (172 aa),Rv1009 (362 aa), Rv1884c (176 aa), and Rv2389c (154 aa). Contains a probable secretory signal sequence in N-terminus. Predicted possible vaccine candidate (See Zvi et al., 2008)."	1	11	Possible resuscitation-promoting factor RpfA	CCP43615.1	UniProtKB/Swiss-Prot:O53879	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	965983	966261	279	-	moaD2	Rv0868c	NA	NA	"Rv0868c, (MTV043.61c), len: 92 aa. Probable moaD2,molybdenum cofactor biosynthesis protein (molybdopterin converting factor (subunit 1)), similar to CAB88494.1|AL353816 putative molybdopterin converting factor from Streptomyces coelicolor (84 aa); and weakly similar to others MoaD proteins e.g. Z99111|BSUB0008_103 from Bacillus subtilis (77 aa), FASTA scores: opt: 86, E(): 2.8, (22.9% identity in 83 aa overlap); etc. Also some similarity with Rv3112|MOAD1|MTCY164.22 putative molybdenum cofactor biosynthesis protein D from Mycobacterium tuberculosis (83 aa), FASTA scores: opt: 113, E(): 0.024,(31.3% identity in 83 aa overlap)."	1	11	Probable molybdenum cofactor biosynthesis protein D 2 MoaD2 (molybdopterin converting factor small subunit) (molybdopterin [MPT] converting factor, subunit 1)	CCP43616.1	UniProtKB/TrEMBL:O53880	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	966265	967347	1083	-	moaA2	Rv0869c	EXISTENCE: identified in proteomics study	NA	"Rv0869c, (MTV043.62c), len: 360 aa. Probable moaA2,molybdenum cofactor biosynthesis protein, highly similar to others e.g. CAB59437.1|AL132644|SCI8_6 molybdenum cofactor biosynthesis protein A from Streptomyces coelicolor (341 aa), FASTA scores: opt: 1336, E(): 0, (61.7% identity in 332 aa overlap); S57490|X78980|ANMOAA_1 molybdopterin cofactor synthesis protein from Arthrobacter nicotinovorans (fragment) (374 aa), FASTA scores: opt: 1059, E(): 0,(49.9% identity in 369 aa overlap); Q44118|MOAA_ARTNI probable molybdopterin cofactor synthesis protein A from Arthrobacter nicotinovorans plasmid pAO1 (355 aa); etc. Also similar to Rv3109|MTCY164.19|Z95150|MOAA1 putative molybdenum cofactor biosynthesis protein A from Mycobacterium tuberculosis (359 aa), FASTA scores: opt: 657, E(): 0, (36.6% identity in 309 aa overlap). Belongs to the MoaA / NifB / PqqE family."	1	11	Probable molybdenum cofactor biosynthesis protein A2 MoaA2	CCP43617.1	UniProtKB/Swiss-Prot:P65384	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	967344	967733	390	-	NA	Rv0870c	EXISTENCE: identified in proteomics study	NA	"Rv0870c, (MTV043.63c), len: 129 aa. Possible conserved integral membrane protein, highly similar to other membrane proteins: putative secreted proteins or hypothetical proteins e.g. CAC08263.1| AL392146 putative integral membrane protein from Streptomyces coelicolor (138 aa); NP_233433.1|NC_002506 conserved hypothetical protein from Vibrio cholerae (143 aa); NP_455572.1|NC_003198 putative membrane protein from Salmonella enterica subsp. enterica serovar Typhi (148 aa); P37065|YCCF_ECOLI hypothetical 16.3 kDa protein from Escherichia coli (148 aa), FASTA scores: opt: 183, E(): 1.9e-06, (36.6% identity in 134 aa overlap); etc."	1	11	Possible conserved integral membrane protein	CCP43618.1	UniProtKB/TrEMBL:O53882	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	967898	968305	408	+	cspB	Rv0871	EXISTENCE: identified in proteomics study	NA	"Rv0871, (MTV043.64), len: 135 aa. Probable cspB,cold shock-like protein B, equivalent to Z99494|MLCB57_7|MLCB57.11 probable cold shock protein from Mycobacterium leprae (136 aa), FASTA scores: opt: 787, E(): 0, (86.0% identity in 136 aa overlap). Also highly similar (but often longer than) to others e.g. CAB93399.1|AL357524 cold shock protein B from Streptomyces coelicolor (127 aa); Q45099|CSPD_BACCE cold shock-like protein CSPD from Bacillus cereus (66 aa); Y101 81|LLCSPB_1 cold shock protein from Lactococcus lactis (66 aa), FASTA scores: opt: 220, E(): 2.5e-07, (48.3% identity in 60 aa overlap); etc. Seems to belong to the cold-shock domain (CSD) family."	1	11	Probable cold shock-like protein B CspB	CCP43619.1	UniProtKB/TrEMBL:O53883	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	968424	970244	1821	-	PE_PGRS15	Rv0872c	EXISTENCE: identified in proteomics study	protein motif:PROSITE:PS00017	"Rv0872c, (MTV043.65c), len: 606 aa. PE_PGRS15,Member of the Mycobacterium tuberculosis PE family, PGRS subfamily of gly-rich proteins (see Brennan & Delogu 2002),similar to many e.g. MTCY24A1.04c|Z95207 (615 aa), FASTA scores: opt: 2636, E(): 0, (64.6% identity in 619 aa overlap); etc."	1	11	PE-PGRS family protein PE_PGRS15	CCP43620.1	UniProtKB/TrEMBL:Q79FV3	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	970505	972457	1953	+	fadE10	Rv0873	EXISTENCE: identified in proteomics study	NA	"Rv0873, (MTV043.66-MTCY31.01), len: 650 aa. Probable fadE10, acyl-CoA dehydrogenase, highly similar to many e.g. CAB91129.1|AL355913 putative acyl CoA dehydrogenase from Streptomyces coelicolor (658 aa); P50544|ACDV_MOUSE acyl-CoA dehydrogenase from Mus musculus (656 aa); D30647|RATVLCAD_1 very-long-chain Acyl-CoA dehydrogenase from Rattus norvegicus (655 aa), FASTA scores: opt: 675,E(): 0, (33.9% identity in 380 aa overlap); etc."	1	11	Probable acyl-CoA dehydrogenase FadE10	CCP43621.1	UniProtKB/Swiss-Prot:P63429	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	972546	973706	1161	-	NA	Rv0874c	NA	NA	"Rv0874c, (MTCY31.02c), len: 386 aa. Conserved hypothetical protein, highly similar in part to SPU62616_1 hypothetical protein from Synechococcus sp. (280 aa), FASTA scores: E(): 6.3e-26, (35.2% identity in 264 aa overlap); SYCSLLLH_102 from Synechocystis sp. (447 aa), FASTA scores: E(): 1.1e-18, (29.5% identity in 400 aa overlap). Also highly similar to Rv0628c|MTCY20H10_9 from Mycobacterium tuberculosis (383 aa), FASTA scores: E():0, (81.5% identity in 383 aa overlap)."	1	11	Conserved hypothetical protein	CCP43622.1	UniProtKB/Swiss-Prot:P0A5D3	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	973806	974294	489	-	NA	Rv0875c	EXISTENCE: identified in proteomics study	NA	"Rv0875c, (MTCY31.03c), len: 162 aa. Possible conserved exported protein, equivalent to MLCB57_11|O33056 possible exported protein from Mycobacterium leprae (162 aa), FASTA scores: opt: 789, E(): 0, (71.4% identity in 161 aa overlap). A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004). Predicted to be an outer membrane protein (See Song et al.,2008)."	1	11	Possible conserved exported protein	CCP43623.1	UniProtKB/Swiss-Prot:P64731	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	974291	975937	1647	-	NA	Rv0876c	EXISTENCE: identified in proteomics study	NA	Rv0876c, (MTCY31.04c), len: 548 aa. Possible conserved transmembrane protein, equivalent to MLCB57_12|O33057 possible membrane protein from Mycobacterium leprae (579 aa), FASTA scores: opt: 2850,E(): 0, (81.0% identity in 568 aa overlap). Also highly similar (except in N-terminus) to CAB93403.1|AL357524 putative integral membrane protein from Streptomyces coelicolor (463 aa).	1	11	Possible conserved transmembrane protein	CCP43624.1	UniProtKB/Swiss-Prot:Q10564	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	976075	976863	789	+	NA	Rv0877	EXISTENCE: identified in proteomics study	NA	Rv0877, (MTCY31.05), len: 262 aa. Conserved hypothetical protein, equivalent to MLCB57_13|O33058 conserved hypothetical protein from Mycobacterium leprae (269 aa), FASTA scores: E(): 0, (80.5% identity in 257 aa overlap). Also highly similar (except in C-terminus) to SCD12A.13|CAB93404.1|AL357524 hypothetical protein from Streptomyces coelicolor (308 aa).	1	11	Conserved hypothetical protein	CCP43625.1	UniProtKB/Swiss-Prot:P64733	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	976872	978203	1332	-	PPE13	Rv0878c	NA	NA	"Rv0878c, (MTCY31.06c), len: 443 aa. PPE13, Member of the Mycobacterium tuberculosis PPE family, highly similar to many e.g. P4261|YHS6_MYCTU (517 aa), FASTA scores: opt: 1044, E(): 0, (47.4% identity in 397 aa overlap); MTV014_3,MTCI65_2, MTCY98_24, MTCY3C7_23, MTCY48_17, MTV004_5,MTV004_3, etc. Predicted to be an outer membrane protein (See Song et al., 2008)."	1	11	PPE family protein PPE13	CCP43626.1	UniProtKB/Swiss-Prot:Q10540	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	978481	978756	276	-	NA	Rv0879c	EXISTENCE: identified in proteomics study	NA	"Rv0879c, (MTCY31.07c), len: 91 aa. Possible conserved transmembrane protein, C-terminus highly similar to C-terminal part of MLCB57_14|O33059 conserved hypothetical protein from Mycobacterium leprae (91 aa),FASTA scores: E(): 1.2e-25, (76.9% identity in 91 aa overlap). A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004)."	1	11	Possible conserved transmembrane protein	CCP43627.1	UniProtKB/Swiss-Prot:P64735	NA	NA	NA	NA	NA	NA	NA	NA	NA
